a,seed,step,w2,dL_dw2,loss
1.25,4,1550,0.6778766512870789,1.4388933777809143e-07,0.6931463479995728
1.25,4,1560,0.6778830289840698,1.5133991837501526e-07,0.6931463479995728
1.25,4,1570,0.6778895854949951,1.4202669262886047e-07,0.6931463479995728
1.25,4,1580,0.6778961420059204,1.471489667892456e-07,0.6931463479995728
1.25,4,1590,0.6779026985168457,1.4388933777809143e-07,0.6931463479995728
1.25,4,1600,0.677909255027771,1.5040859580039978e-07,0.6931463479995728
1.25,4,1610,0.6779158115386963,1.5273690223693848e-07,0.6931463479995728
1.25,4,1620,0.6779223680496216,1.4621764421463013e-07,0.6931463479995728
1.25,4,1630,0.6779289245605469,1.4994293451309204e-07,0.6931463479995728
1.25,4,1640,0.6779354810714722,1.5087425708770752e-07,0.6931463479995728
1.25,4,1650,0.6779420375823975,1.4668330550193787e-07,0.6931463479995728
1.25,4,1660,0.6779485940933228,1.4668330550193787e-07,0.6931463479995728
1.25,4,1670,0.6779553294181824,1.494772732257843e-07,0.6931463479995728
1.25,4,1680,0.6779623627662659,1.4854595065116882e-07,0.6931463479995728
1.25,4,1690,0.6779693365097046,1.3923272490501404e-07,0.6931463479995728
1.25,4,1700,0.6779764890670776,1.4435499906539917e-07,0.6931463479995728
1.25,4,1710,0.6779836416244507,1.5040859580039978e-07,0.6931463479995728
1.25,4,1720,0.6779907941818237,1.4202669262886047e-07,0.6931463479995728
1.25,4,1730,0.6779979467391968,1.5133991837501526e-07,0.6931463479995728
1.25,4,1740,0.6780050992965698,1.4621764421463013e-07,0.6931463479995728
1.25,4,1750,0.6780122518539429,1.4621764421463013e-07,0.6931463479995728
1.25,4,1760,0.6780194044113159,1.4808028936386108e-07,0.6931463479995728
1.25,4,1770,0.678026556968689,1.4156103134155273e-07,0.6931463479995728
1.25,4,1780,0.678033709526062,1.457519829273224e-07,0.6931463479995728
1.25,4,1790,0.6780408620834351,1.4388933777809143e-07,0.6931463479995728
1.25,4,1800,0.6780480742454529,1.4761462807655334e-07,0.6931463479995728
1.25,4,1810,0.6780555844306946,1.4156103134155273e-07,0.6931463479995728
1.25,4,1820,0.6780632734298706,1.4435499906539917e-07,0.6931463479995728
1.25,4,1830,0.6780710220336914,1.5087425708770752e-07,0.6931463479995728
1.25,4,1840,0.6780787706375122,1.448206603527069e-07,0.6931463479995728
1.25,4,1850,0.678086519241333,1.4435499906539917e-07,0.6931463479995728
1.25,4,1860,0.6780942678451538,1.5273690223693848e-07,0.6931463479995728
1.25,4,1870,0.6781020164489746,1.5273690223693848e-07,0.6931463479995728
1.25,4,1880,0.6781097650527954,1.4388933777809143e-07,0.6931463479995728
1.25,4,1890,0.6781175136566162,1.424923539161682e-07,0.6931463479995728
1.25,4,1900,0.678125262260437,1.4761462807655334e-07,0.6931463479995728
1.25,4,1910,0.6781330108642578,1.5040859580039978e-07,0.6931463479995728
1.25,4,1920,0.6781407594680786,1.4761462807655334e-07,0.6931463479995728
1.25,4,1930,0.6781485080718994,1.4808028936386108e-07,0.6931463479995728
1.25,4,1940,0.6781564354896545,1.5320256352424622e-07,0.6931463479995728
1.25,4,1950,0.6781646609306335,1.5087425708770752e-07,0.6931463479995728
1.25,4,1960,0.6781730055809021,1.494772732257843e-07,0.6931463479995728
1.25,4,1970,0.6781813502311707,1.448206603527069e-07,0.6931463479995728
1.25,4,1980,0.6781896948814392,1.4808028936386108e-07,0.6931463479995728
1.25,4,1990,0.6781980395317078,1.51805579662323e-07,0.6931463479995728
1.25,4,1999,0.6782055497169495,1.5040859580039978e-07,0.6931463479995728
1.35,0,0,0.8230451345443726,-0.42975378036499023,1.0328044891357422
1.35,0,10,0.724519670009613,-0.2881757318973541,0.9028845429420471
1.35,0,20,0.6342707276344299,-0.18856319785118103,0.8177715539932251
1.35,0,30,0.557563304901123,-0.12692947685718536,0.7675764560699463
1.35,0,40,0.495745450258255,-0.08167281746864319,0.737275242805481
1.35,0,50,0.44895389676094055,-0.04765624925494194,0.7187408208847046
1.35,0,60,0.4163018763065338,-0.02565411478281021,0.7077710032463074
1.35,0,70,0.39527609944343567,-0.013111917302012444,0.7013770341873169
1.35,0,80,0.3826213777065277,-0.006382941734045744,0.6976116299629211
1.35,0,90,0.3754371404647827,-0.0028964634984731674,0.6953816413879395
1.35,0,100,0.37159115076065063,-0.0011713585117831826,0.6940814256668091
1.35,0,110,0.3696706295013428,-0.0003564446233212948,0.6933465003967285
1.35,0,120,0.3688080906867981,1.852656714618206e-05,0.6929460167884827
1.35,0,130,0.36850523948669434,0.00018050149083137512,0.6927366852760315
1.35,0,140,0.3684867322444916,0.00022984715178608894,0.6926326155662537
1.35,0,150,0.36859941482543945,0.00021815369836986065,0.6925838589668274
1.35,0,160,0.36875706911087036,0.00017969647888094187,0.6925624012947083
1.35,0,170,0.368913471698761,0.000137795927003026,0.6925535798072815
1.35,0,180,0.3690488040447235,0.00010485772509127855,0.6925501227378845
1.35,0,190,0.36915987730026245,8.387700654566288e-05,0.6925488114356995
1.35,0,200,0.36925140023231506,7.231428753584623e-05,0.692548394203186
1.35,0,210,0.36933016777038574,6.629922427237034e-05,0.6925480365753174
1.35,0,220,0.36940163373947144,6.300816312432289e-05,0.6925479173660278
1.35,0,230,0.36946946382522583,6.106076762080193e-05,0.6925477385520935
1.35,0,240,0.3695356547832489,5.990779027342796e-05,0.6925475597381592
1.35,0,250,0.3696015179157257,5.924259312450886e-05,0.6925473213195801
1.35,0,260,0.369667649269104,5.878321826457977e-05,0.6925471425056458
1.35,0,270,0.3697344660758972,5.8323144912719727e-05,0.6925469040870667
1.35,0,280,0.3698020875453949,5.776970647275448e-05,0.6925467848777771
1.35,0,290,0.36987045407295227,5.713198333978653e-05,0.692546546459198
1.35,0,300,0.3699394464492798,5.643314216285944e-05,0.6925463080406189
1.35,0,310,0.3700089752674103,5.569856148213148e-05,0.6925460696220398
1.35,0,320,0.3700788915157318,5.493778735399246e-05,0.6925458312034607
1.35,0,330,0.370149165391922,5.415210034698248e-05,0.6925456523895264
1.35,0,340,0.37021970748901367,5.33456914126873e-05,0.692545473575592
1.35,0,350,0.3702903687953949,5.2527524530887604e-05,0.6925451755523682
1.35,0,360,0.3703612983226776,5.1691895350813866e-05,0.6925449371337891
1.35,0,370,0.3704322278499603,5.0844158977270126e-05,0.69254469871521
1.35,0,380,0.37050315737724304,4.998268559575081e-05,0.6925444006919861
1.35,0,390,0.370574027299881,4.910491406917572e-05,0.692544162273407
1.35,0,400,0.3706446588039398,4.821515176445246e-05,0.6925439238548279
1.35,0,410,0.3707151412963867,4.730653017759323e-05,0.692543625831604
1.35,0,420,0.37078535556793213,4.638603422790766e-05,0.6925433278083801
1.35,0,430,0.3708552122116089,4.545075353235006e-05,0.692543089389801
1.35,0,440,0.3709246814250946,4.449882544577122e-05,0.6925428509712219
1.35,0,450,0.3709936738014221,4.3535372242331505e-05,0.692542552947998
1.35,0,460,0.37106212973594666,4.255527164787054e-05,0.6925422549247742
1.35,0,470,0.37112998962402344,4.155689384788275e-05,0.6925419569015503
1.35,0,480,0.3711971640586853,4.054722376167774e-05,0.6925416588783264
1.35,0,490,0.37126362323760986,3.9522070437669754e-05,0.6925414204597473
1.35,0,500,0.37132924795150757,3.8480968214571476e-05,0.6925410628318787
1.35,0,510,0.37139400839805603,3.742356784641743e-05,0.6925408244132996
1.35,0,520,0.3714578449726105,3.6354875192046165e-05,0.6925405263900757
1.35,0,530,0.37152060866355896,3.526837099343538e-05,0.6925401091575623
1.35,0,540,0.3715822994709015,3.416521940380335e-05,0.6925398111343384
1.35,0,550,0.3716427981853485,3.304786514490843e-05,0.6925395727157593
1.35,0,560,0.37170207500457764,3.191456198692322e-05,0.6925392150878906
1.35,0,570,0.3717600107192993,3.0764960683882236e-05,0.6925389170646667
1.35,0,580,0.37181660532951355,2.9601040296256542e-05,0.6925386190414429
1.35,0,590,0.3718717396259308,2.8422335162758827e-05,0.6925382018089294
1.35,0,600,0.3719252645969391,2.7223024517297745e-05,0.6925379037857056
1.35,0,610,0.37197718024253845,2.600974403321743e-05,0.6925375461578369
1.35,0,620,0.37202736735343933,2.4780514650046825e-05,0.692537248134613
1.35,0,630,0.37207579612731934,2.3537781089544296e-05,0.6925367712974548
1.35,0,640,0.37212231755256653,2.2271997295320034e-05,0.692536473274231
1.35,0,650,0.3721669316291809,2.0994804799556732e-05,0.6925361156463623
1.35,0,660,0.37220945954322815,1.9696075469255447e-05,0.6925356984138489
1.35,0,670,0.37224987149238586,1.8380931578576565e-05,0.692535400390625
1.35,0,680,0.3722881078720093,1.705100294202566e-05,0.6925350427627563
1.35,0,690,0.37232398986816406,1.5702215023338795e-05,0.6925346255302429
1.35,0,700,0.37235748767852783,1.4335382729768753e-05,0.6925342679023743
1.35,0,710,0.3723885118961334,1.2951204553246498e-05,0.6925337910652161
1.35,0,720,0.3724169135093689,1.1549331247806549e-05,0.6925334334373474
1.35,0,730,0.37244269251823425,1.0128598660230637e-05,0.692533016204834
1.35,0,740,0.37246572971343994,8.686562068760395e-06,0.6925326585769653
1.35,0,750,0.37248584628105164,7.229391485452652e-06,0.6925323009490967
1.35,0,760,0.37250298261642456,5.7497527450323105e-06,0.6925318241119385
1.35,0,770,0.3725171387195587,4.2530009523034096e-06,0.692531406879425
1.35,0,780,0.3725280165672302,2.7355272322893143e-06,0.6925309896469116
1.35,0,790,0.37253567576408386,1.1990778148174286e-06,0.6925305128097534
1.35,0,800,0.3725399076938629,-3.5902485251426697e-07,0.6925301551818848
1.35,0,810,0.372540682554245,-1.936103217303753e-06,0.6925296783447266
1.35,0,820,0.37253785133361816,-3.536231815814972e-06,0.6925292015075684
1.35,0,830,0.37253129482269287,-5.157431587576866e-06,0.6925287842750549
1.35,0,840,0.37252089381217957,-6.7998189479112625e-06,0.6925283670425415
1.35,0,850,0.3725065588951111,-8.464325219392776e-06,0.6925278306007385
1.35,0,860,0.3724881410598755,-1.0149437002837658e-05,0.6925272941589355
1.35,0,870,0.3724655508995056,-1.1862022802233696e-05,0.6925269365310669
1.35,0,880,0.37243857979774475,-1.3594166375696659e-05,0.6925264596939087
1.35,0,890,0.3724071979522705,-1.53491273522377e-05,0.6925259232521057
1.35,0,900,0.37237122654914856,-1.7132144421339035e-05,0.6925253868103027
1.35,0,910,0.37233057618141174,-1.8938910216093063e-05,0.6925249695777893
1.35,0,920,0.37228506803512573,-2.0767678506672382e-05,0.6925244331359863
1.35,0,930,0.372234582901001,-2.262275665998459e-05,0.6925239562988281
1.35,0,940,0.37217897176742554,-2.4505890905857086e-05,0.6925234198570251
1.35,0,950,0.3721180856227875,-2.641463652253151e-05,0.6925228834152222
1.35,0,960,0.37205177545547485,-2.8350157663226128e-05,0.692522406578064
1.35,0,970,0.37197989225387573,-3.0313734896481037e-05,0.6925218105316162
1.35,0,980,0.37190234661102295,-3.230571746826172e-05,0.6925212740898132
1.35,0,990,0.3718189001083374,-3.432540688663721e-05,0.6925207376480103
1.35,0,1000,0.37172940373420715,-3.637699410319328e-05,0.6925202012062073
1.35,0,1010,0.3716336488723755,-3.8458616472780704e-05,0.6925196647644043
1.35,0,1020,0.37153154611587524,-4.0571088902652264e-05,0.6925190687179565
1.35,0,1030,0.3714228868484497,-4.271324723958969e-05,0.6925184726715088
1.35,0,1040,0.37130746245384216,-4.488998092710972e-05,0.692517876625061
1.35,0,1050,0.3711851239204407,-4.710070788860321e-05,0.6925173401832581
1.35,0,1060,0.3710557222366333,-4.934275057166815e-05,0.6925166845321655
1.35,0,1070,0.37091901898384094,-5.162227898836136e-05,0.6925161480903625
1.35,0,1080,0.3707748055458069,-5.3937314078211784e-05,0.69251549243927
1.35,0,1090,0.3706228733062744,-5.628925282508135e-05,0.692514955997467
1.35,0,1100,0.3704630434513092,-5.8677978813648224e-05,0.6925142407417297
1.35,0,1110,0.37029510736465454,-6.110570393502712e-05,0.6925135850906372
1.35,0,1120,0.3701188266277313,-6.357417441904545e-05,0.6925129890441895
1.35,0,1130,0.36993399262428284,-6.608408875763416e-05,0.6925122737884521
1.35,0,1140,0.36974042654037476,-6.86355633661151e-05,0.6925116777420044
1.35,0,1150,0.3695377707481384,-7.122871465981007e-05,0.6925109624862671
1.35,0,1160,0.3693258464336395,-7.386971265077591e-05,0.6925102472305298
1.35,0,1170,0.36910438537597656,-7.655424997210503e-05,0.6925095319747925
1.35,0,1180,0.36887311935424805,-7.928605191409588e-05,0.6925088763237
1.35,0,1190,0.3686318099498749,-8.206930942833424e-05,0.6925081014633179
1.35,0,1200,0.3683801293373108,-8.49009957164526e-05,0.6925073266029358
1.35,0,1210,0.3681178689002991,-8.778402116149664e-05,0.6925066113471985
1.35,0,1220,0.36784470081329346,-9.072094690054655e-05,0.6925058960914612
1.35,0,1230,0.36756032705307007,-9.371445048600435e-05,0.6925050616264343
1.35,0,1240,0.36726438999176025,-9.676313493400812e-05,0.692504346370697
1.35,0,1250,0.36695653200149536,-9.987119119614363e-05,0.6925035119056702
1.35,0,1260,0.36663660407066345,-0.00010304013267159462,0.6925027370452881
1.35,0,1270,0.3663041591644287,-0.00010627403389662504,0.6925019025802612
1.35,0,1280,0.3659588396549225,-0.00010957126505672932,0.6925010681152344
1.35,0,1290,0.3656002879142761,-0.00011293671559542418,0.6925002336502075
1.35,0,1300,0.3652280867099762,-0.00011637294664978981,0.6924993395805359
1.35,0,1310,0.36484187841415405,-0.00011988123878836632,0.6924984455108643
1.35,0,1320,0.3644412159919739,-0.00012346392031759024,0.6924975514411926
1.35,0,1330,0.364025741815567,-0.00012712727766484022,0.692496657371521
1.35,0,1340,0.36359497904777527,-0.00013086909893900156,0.6924957036972046
1.35,0,1350,0.3631485104560852,-0.00013469718396663666,0.692494809627533
1.35,0,1360,0.36268579959869385,-0.00013861176557838917,0.6924937963485718
1.35,0,1370,0.3622063994407654,-0.00014261947944760323,0.6924927234649658
1.35,0,1380,0.3617097735404968,-0.00014672009274363518,0.6924917697906494
1.35,0,1390,0.3611953854560852,-0.0001509200083091855,0.692490816116333
1.35,0,1400,0.3606627285480499,-0.00015522632747888565,0.6924896836280823
1.35,0,1410,0.36011117696762085,-0.00015963648911565542,0.6924886107444763
1.35,0,1420,0.3595401644706726,-0.0001641586422920227,0.6924874782562256
1.35,0,1430,0.35894909501075745,-0.00016880163457244635,0.6924864053726196
1.35,0,1440,0.35833731293678284,-0.00017356465104967356,0.6924853324890137
1.35,0,1450,0.3577040731906891,-0.00017845781985670328,0.6924841403961182
1.35,0,1460,0.3570486903190613,-0.00018348335288465023,0.6924828886985779
1.35,0,1470,0.3563704490661621,-0.00018865230958908796,0.6924816370010376
1.35,0,1480,0.3556685745716095,-0.00019396899733692408,0.6924803853034973
1.35,0,1490,0.3549422025680542,-0.00019943795632570982,0.6924790740013123
1.35,0,1500,0.35419052839279175,-0.00020507292356342077,0.692477822303772
1.35,0,1510,0.35341256856918335,-0.00021087657660245895,0.6924765110015869
1.35,0,1520,0.35260751843452454,-0.00021686370018869638,0.6924749612808228
1.35,0,1530,0.35177433490753174,-0.00022304244339466095,0.6924735903739929
1.35,0,1540,0.35091185569763184,-0.00022941746283322573,0.6924721002578735
1.35,0,1550,0.3500191867351532,-0.00023600785061717033,0.6924705505371094
1.35,0,1560,0.34909504652023315,-0.0002428228035569191,0.6924690008163452
1.35,0,1570,0.3481382727622986,-0.0002498768735677004,0.6924675107002258
1.35,0,1580,0.34714755415916443,-0.00025717495009303093,0.6924657225608826
1.35,0,1590,0.3461214303970337,-0.00026474660262465477,0.6924640536308289
1.35,0,1600,0.3450586199760437,-0.0002726044040173292,0.6924623250961304
1.35,0,1610,0.34395748376846313,-0.00028076034504920244,0.6924604773521423
1.35,0,1620,0.3428163528442383,-0.0002892371267080307,0.6924586296081543
1.35,0,1630,0.3416335880756378,-0.00029805744998157024,0.6924566626548767
1.35,0,1640,0.3404073119163513,-0.00030724680982530117,0.6924546957015991
1.35,0,1650,0.3391354978084564,-0.00031682499684393406,0.692452609539032
1.35,0,1660,0.337816059589386,-0.0003268317086622119,0.6924504041671753
1.35,0,1670,0.33644673228263855,-0.000337284873239696,0.6924481391906738
1.35,0,1680,0.3350250720977783,-0.00034822779707610607,0.6924458146095276
1.35,0,1690,0.3335484564304352,-0.00035969773307442665,0.6924433708190918
1.35,0,1700,0.33201417326927185,-0.00037174136377871037,0.6924408078193665
1.35,0,1710,0.33041912317276,-0.0003843948943540454,0.6924381256103516
1.35,0,1720,0.3287599980831146,-0.000397716648876667,0.6924353837966919
1.35,0,1730,0.3270333409309387,-0.00041177019011229277,0.6924324631690979
1.35,0,1740,0.3252352476119995,-0.00042661780025810003,0.6924293637275696
1.35,0,1750,0.32336142659187317,-0.00044233212247490883,0.6924261450767517
1.35,0,1760,0.32140740752220154,-0.0004590046592056751,0.6924228072166443
1.35,0,1770,0.3193681240081787,-0.0004767273785546422,0.6924192309379578
1.35,0,1780,0.3172380030155182,-0.0004956165794283152,0.6924154758453369
1.35,0,1790,0.31501099467277527,-0.000515789957717061,0.6924113631248474
1.35,0,1800,0.31268033385276794,-0.00053739408031106,0.6924071311950684
1.35,0,1810,0.31023845076560974,-0.0005606058984994888,0.6924026012420654
1.35,0,1820,0.30767711997032166,-0.0005856223870068789,0.6923977136611938
1.35,0,1830,0.3049869239330292,-0.0006126665975898504,0.6923925280570984
1.35,0,1840,0.3021572232246399,-0.0006420097779482603,0.6923869252204895
1.35,0,1850,0.2991761863231659,-0.0006739839445799589,0.6923808455467224
1.35,0,1860,0.2960302531719208,-0.0007089641876518726,0.6923742890357971
1.35,0,1870,0.29270389676094055,-0.0007474217563867569,0.6923670172691345
1.35,0,1880,0.2891792058944702,-0.0007899103220552206,0.6923590898513794
1.35,0,1890,0.2854355275630951,-0.0008371274452656507,0.6923503875732422
1.35,0,1900,0.281448632478714,-0.0008899294771254063,0.6923406720161438
1.35,0,1910,0.2771901488304138,-0.000949380686506629,0.6923298835754395
1.35,0,1920,0.27262619137763977,-0.001016819616779685,0.6923176646232605
1.35,0,1930,0.2677161693572998,-0.0010939619969576597,0.6923035979270935
1.35,0,1940,0.26241105794906616,-0.0011830052826553583,0.6922874450683594
1.35,0,1950,0.25665080547332764,-0.001286838436499238,0.6922685503959656
1.35,0,1960,0.25036102533340454,-0.0014091655611991882,0.6922459602355957
1.35,0,1970,0.24344879388809204,-0.0015549110248684883,0.6922184824943542
1.35,0,1980,0.23579680919647217,-0.0017303642816841602,0.6921842694282532
1.35,0,1990,0.2272561937570572,-0.0019434145651757717,0.6921402812004089
1.35,0,1999,0.21865513920783997,-0.002174518769606948,0.6920886039733887
1.35,1,0,0.1938614845275879,-0.25611943006515503,0.7603121399879456
1.35,1,10,0.09639757871627808,-0.13451845943927765,0.7213627696037292
1.35,1,20,0.013138685375452042,-0.06387592852115631,0.7036764621734619
1.35,1,30,0.047925084829330444,-0.030129794031381607,0.696491539478302
1.35,1,40,0.08769232779741287,-0.012742100283503532,0.6935922503471375
1.35,1,50,0.11050569266080856,-0.0021033165976405144,0.6925624012947083
1.35,1,60,0.12040822207927704,0.004164804704487324,0.6922569274902344
1.35,1,70,0.12108117341995239,0.006442191544920206,0.6920591592788696
1.35,1,80,0.11645308881998062,0.005371489562094212,0.6917396783828735
1.35,1,90,0.11056464910507202,0.0019991137087345123,0.6912422776222229
1.35,1,100,0.10703624039888382,-0.0026719802990555763,0.6904700994491577
1.35,1,110,0.10871495306491852,-0.008019866421818733,0.6891543865203857
1.35,1,120,0.11776933819055557,-0.014270516112446785,0.6866832971572876
1.35,1,130,0.13655197620391846,-0.023131072521209717,0.6816651821136475
1.35,1,140,0.1693272888660431,-0.036612387746572495,0.6711262464523315
1.35,1,150,0.2221977412700653,-0.04981502145528793,0.6507151126861572
1.35,1,160,0.2944977283477783,-0.04480176046490669,0.6207225918769836
1.35,1,170,0.3652935326099396,-0.012056251987814903,0.5946444869041443
1.35,1,180,0.40259066224098206,0.0061514959670603275,0.5818460583686829
1.35,1,190,0.4146506190299988,-0.019464900717139244,0.5727507472038269
1.35,1,200,0.4423350393772125,-0.02621435560286045,0.5652852654457092
1.35,1,210,0.48168817162513733,-0.012947277165949345,0.5592494010925293
1.35,1,220,0.5127473473548889,-0.011113636195659637,0.5539962649345398
1.35,1,230,0.539126992225647,-0.014396152459084988,0.5494487285614014
1.35,1,240,0.5671231150627136,-0.012700715102255344,0.545428991317749
1.35,1,250,0.59405118227005,-0.010594982653856277,0.5418074131011963
1.35,1,260,0.6185881495475769,-0.010851356200873852,0.538504958152771
1.35,1,270,0.6426989436149597,-0.010815886780619621,0.5354570746421814
1.35,1,280,0.6667578220367432,-0.010033883154392242,0.5326178073883057
1.35,1,290,0.6900909543037415,-0.009624944999814034,0.5299530625343323
1.35,1,300,0.712841808795929,-0.00940137729048729,0.5274360775947571
1.35,1,310,0.7352568507194519,-0.009046641178429127,0.5250456929206848
1.35,1,320,0.7572814226150513,-0.008757784962654114,0.5227652788162231
1.35,1,330,0.778965950012207,-0.008541499264538288,0.5205808281898499
1.35,1,340,0.8004012107849121,-0.008299692533910275,0.5184808969497681
1.35,1,350,0.8215842247009277,-0.008074883371591568,0.5164562463760376
1.35,1,360,0.8425294756889343,-0.007884613238275051,0.5144985914230347
1.35,1,370,0.8632780909538269,-0.007700477726757526,0.5126013159751892
1.35,1,380,0.8838476538658142,-0.0075266361236572266,0.510758638381958
1.35,1,390,0.9042527675628662,-0.007367830723524094,0.5089654922485352
1.35,1,400,0.9245126247406006,-0.0072164153680205345,0.5072174072265625
1.35,1,410,0.9446395039558411,-0.00707438588142395,0.5055106282234192
1.35,1,420,0.9646459817886353,-0.006941355764865875,0.5038418769836426
1.35,1,430,0.9845445156097412,-0.006814406253397465,0.5022080540657043
1.35,1,440,1.00434410572052,-0.006695232354104519,0.5006067156791687
1.35,1,450,1.0240542888641357,-0.006581908091902733,0.4990352690219879
1.35,1,460,1.0436837673187256,-0.006473814137279987,0.49749183654785156
1.35,1,470,1.0632394552230835,-0.006371181458234787,0.4959743618965149
1.35,1,480,1.0827285051345825,-0.006273545324802399,0.4944812059402466
1.35,1,490,1.1021572351455688,-0.006179853342473507,0.49301087856292725
1.35,1,500,1.1215312480926514,-0.006090225651860237,0.49156180024147034
1.35,1,510,1.1408554315567017,-0.0060046762228012085,0.4901329278945923
1.35,1,520,1.16013503074646,-0.0059226397424936295,0.48872295022010803
1.35,1,530,1.1793744564056396,-0.005843447521328926,0.4873308539390564
1.35,1,540,1.1985774040222168,-0.0057676611468195915,0.4859555959701538
1.35,1,550,1.2177478075027466,-0.0056944722309708595,0.4845964014530182
1.35,1,560,1.236889123916626,-0.005624197423458099,0.4832523465156555
1.35,1,570,1.2560044527053833,-0.005556565709412098,0.4819227159023285
1.35,1,580,1.2750972509384155,-0.005490383133292198,0.4806067645549774
1.35,1,590,1.2941694259643555,-0.0054273949936032295,0.47930386662483215
1.35,1,600,1.3132243156433105,-0.005365945398807526,0.4780133366584778
1.35,1,610,1.3322639465332031,-0.00530665647238493,0.4767346978187561
1.35,1,620,1.3512910604476929,-0.005248775705695152,0.47546741366386414
1.35,1,630,1.3703067302703857,-0.005193200893700123,0.4742108881473541
1.35,1,640,1.3893134593963623,-0.0051394496113061905,0.4729647934436798
1.35,1,650,1.408313512802124,-0.005086357705295086,0.4717286229133606
1.35,1,660,1.4273077249526978,-0.0050354283303022385,0.4705020487308502
1.35,1,670,1.4462980031967163,-0.00498589500784874,0.46928462386131287
1.35,1,680,1.465286135673523,-0.004937436431646347,0.46807602047920227
1.35,1,690,1.4842731952667236,-0.004890379495918751,0.46687591075897217
1.35,1,700,1.5032604932785034,-0.00484462920576334,0.4656839072704315
1.35,1,710,1.5222495794296265,-0.0047999657690525055,0.464499831199646
1.35,1,720,1.54124116897583,-0.004756316542625427,0.46332329511642456
1.35,1,730,1.5602364540100098,-0.004713884554803371,0.4621541202068329
1.35,1,740,1.5792368650436401,-0.004672063514590263,0.4609920382499695
1.35,1,750,1.5982426404953003,-0.0046317316591739655,0.45983678102493286
1.35,1,760,1.617255449295044,-0.004591597244143486,0.4586881399154663
1.35,1,770,1.6362754106521606,-0.004553273320198059,0.4575459361076355
1.35,1,780,1.655303955078125,-0.004514697939157486,0.45640987157821655
1.35,1,790,1.6743409633636475,-0.0044785793870687485,0.4552798867225647
1.35,1,800,1.69338858127594,-0.004441427066922188,0.45415574312210083
1.35,1,810,1.7124463319778442,-0.004406004212796688,0.45303717255592346
1.35,1,820,1.731514811515808,-0.004371272400021553,0.451924204826355
1.35,1,830,1.7505955696105957,-0.004336513578891754,0.4508165419101715
1.35,1,840,1.7696881294250488,-0.004302955232560635,0.4497140645980835
1.35,1,850,1.7887933254241943,-0.004270573146641254,0.44861671328544617
1.35,1,860,1.8079123497009277,-0.004237405024468899,0.44752418994903564
1.35,1,870,1.827044129371643,-0.004206863231956959,0.4464365243911743
1.35,1,880,1.8461909294128418,-0.004174962639808655,0.44535353779792786
1.35,1,890,1.8653517961502075,-0.004144914448261261,0.44427505135536194
1.35,1,900,1.8845281600952148,-0.004114624112844467,0.44320106506347656
1.35,1,910,1.903719425201416,-0.004084804095327854,0.4421314299106598
1.35,1,920,1.922926425933838,-0.004056140780448914,0.44106602668762207
1.35,1,930,1.9421501159667969,-0.004027395509183407,0.44000470638275146
1.35,1,940,1.9613901376724243,-0.003998878411948681,0.4389474391937256
1.35,1,950,1.9806461334228516,-0.003971287049353123,0.43789413571357727
1.35,1,960,1.9999189376831055,-0.0039446428418159485,0.43684473633766174
1.35,1,970,2.019209384918213,-0.003917215391993523,0.43579909205436707
1.35,1,980,2.0385172367095947,-0.0038904258981347084,0.4347571134567261
1.35,1,990,2.057842254638672,-0.003864898346364498,0.43371883034706116
1.35,1,1000,2.07718563079834,-0.0038392357528209686,0.4326840937137604
1.35,1,1010,2.0965466499328613,-0.0038142576813697815,0.43165290355682373
1.35,1,1020,2.1159262657165527,-0.0037888986989855766,0.4306251108646393
1.35,1,1030,2.135324239730835,-0.0037645315751433372,0.4296005964279175
1.35,1,1040,2.154740571975708,-0.003740229643881321,0.4285794496536255
1.35,1,1050,2.17417573928833,-0.00371610838919878,0.427561491727829
1.35,1,1060,2.193629741668701,-0.0036928150802850723,0.42654678225517273
1.35,1,1070,2.2131028175354004,-0.003669341094791889,0.4255352020263672
1.35,1,1080,2.2325949668884277,-0.0036466997116804123,0.4245266020298004
1.35,1,1090,2.2521066665649414,-0.0036238115280866623,0.42352113127708435
1.35,1,1100,2.271637439727783,-0.0036013703793287277,0.4225185513496399
1.35,1,1110,2.2911875247955322,-0.0035793716087937355,0.42151889204978943
1.35,1,1120,2.3107573986053467,-0.0035573625937104225,0.42052215337753296
1.35,1,1130,2.3303465843200684,-0.0035360902547836304,0.4195282459259033
1.35,1,1140,2.3499557971954346,-0.003514450043439865,0.4185371398925781
1.35,1,1150,2.369584560394287,-0.0034936033189296722,0.4175487458705902
1.35,1,1160,2.389233350753784,-0.003472660668194294,0.41656312346458435
1.35,1,1170,2.4089016914367676,-0.0034522730857133865,0.415580153465271
1.35,1,1180,2.4285902976989746,-0.0034315744414925575,0.41459980607032776
1.35,1,1190,2.448298692703247,-0.0034118564799427986,0.41362205147743225
1.35,1,1200,2.468027353286743,-0.0033914977684617043,0.4126468598842621
1.35,1,1210,2.4877755641937256,-0.0033722547814249992,0.41167426109313965
1.35,1,1220,2.5075442790985107,-0.0033526159822940826,0.4107041656970978
1.35,1,1230,2.5273330211639404,-0.0033333795145154,0.4097365140914917
1.35,1,1240,2.5471420288085938,-0.003313911147415638,0.408771276473999
1.35,1,1250,2.5669708251953125,-0.0032953033223748207,0.40780848264694214
1.35,1,1260,2.586819648742676,-0.003277217037975788,0.40684810280799866
1.35,1,1270,2.606689214706421,-0.0032580988481640816,0.4058900475502014
