window,a,seed,cross_step,cross_w2,final_placed,final_solved
H65,1.5,100069,4250.0,2.4501149847068233,True,True
H65,1.5,100070,1050.0,2.162884248422709,True,True
H65,1.5,100071,1150.0,2.07663756146813,True,True
H65,1.5,100072,9400.0,2.321376108437706,True,True
H65,1.5,100073,1300.0,2.591824214612044,True,True
H65,1.5,100074,1550.0,2.285918215496251,True,True
H65,1.5,100075,1100.0,2.206236865495917,True,True
H65,1.5,100076,8650.0,2.0710790448362055,True,True
H65,1.5,100077,1150.0,2.1852905542294345,True,True
H65,1.5,100078,6550.0,2.187721787689968,True,True
H65,1.5,100079,1400.0,2.2527422674947704,True,True
H65,1.5,100080,1750.0,2.1743723015834493,True,True
H65,1.5,100081,1500.0,2.2107953921533885,True,True
H65,1.5,100082,1500.0,2.28316151041024,True,True
H65,1.5,100083,1150.0,2.3766391220443888,True,True
H65,1.5,100084,4050.0,2.330686031779729,True,True
H65,1.5,100085,1000.0,2.113679818557666,True,True
H65,1.5,100086,1050.0,2.1620191483386897,True,True
H65,1.5,100087,1150.0,2.003560343008103,True,True
H65,1.5,100088,750.0,2.2571298655002883,True,True
H65,1.5,100089,2200.0,2.4136965106500954,True,True
H90,1.3,100000,1250.0,3.3732111397375824,True,True
H90,1.3,100001,2350.0,3.3623550340688158,True,True
H90,1.3,100002,1250.0,3.252288030089546,True,True
H90,1.3,100003,7850.0,3.497236385999694,True,True
H90,1.3,100004,1900.0,3.229593355816591,True,True
H90,1.3,100005,2050.0,2.8269199129158635,True,True
H90,1.3,100006,1000.0,3.573846980292601,True,True
H90,1.3,100007,2650.0,3.345098167679368,True,True
H90,1.3,100008,3900.0,3.370814068080064,True,True
H90,1.3,100009,1550.0,3.3130023252199514,True,True
H90,1.3,100010,1000.0,3.2180486590134705,True,True
H90,1.3,100011,1050.0,3.2976612603042224,True,True
H90,1.3,100012,2200.0,4.092411450113876,True,True
H90,1.3,100013,1250.0,3.188035068194294,True,True
H90,1.3,100014,1400.0,2.8774240766663657,True,True
H90,1.3,100015,2100.0,3.6877164442265156,True,True
H90,1.3,100016,2650.0,3.8994415721167677,True,True
H90,1.3,100017,1100.0,3.347290856298099,True,True
H90,1.3,100018,5800.0,3.3922496784737954,True,True
H90,1.3,100019,4000.0,3.3518275470901195,True,True
H90,1.3,100020,1950.0,3.619817373990427,True,True
H90,1.3,100021,3300.0,3.412092274923859,True,True
H90,1.3,100022,9750.0,3.4694878127615114,True,True
H90,1.3,100023,2200.0,3.404490169841725,True,True
H90,1.3,100024,1050.0,3.1028739813896973,True,True
H90,1.3,100025,1700.0,3.855923888216212,True,True
H90,1.3,100026,1050.0,3.0396762688685177,True,True
H90,1.3,100027,2900.0,3.490066554443225,True,True
H90,1.3,100028,4800.0,3.4792170699135294,True,True
H90,1.3,100029,1850.0,3.593735085186328,True,True
H90,1.3,100030,2050.0,3.6396209360656737,True,True
H90,1.3,100031,2200.0,3.2125261064324504,True,True
H90,1.3,100032,1350.0,3.1876680339574923,True,True
H90,1.3,100033,1400.0,3.698670886856648,True,True
H90,1.3,100034,10750.0,3.3027443404644155,True,True
H90,1.3,100035,3050.0,3.2738890766764865,True,True
H90,1.3,100036,2550.0,3.608577466268241,True,True
H90,1.3,100037,1250.0,3.1313995335701708,True,True
H90,1.3,100038,1350.0,3.0872784108720954,True,True
H90,1.3,100039,3550.0,3.5603823758163817,True,True
H90,1.3,100040,,,False,False
H90,1.3,100041,1500.0,4.059734126138835,True,True
H90,1.3,100042,2350.0,3.5938115226032044,True,True
H90,1.3,100043,1700.0,3.2084735234923185,True,True
H90,1.3,100044,4250.0,3.295422565542828,True,True
H90,1.3,100045,1650.0,3.136271383225664,True,True
H90,1.3,100046,1850.0,3.3866973366986532,True,True
H90,1.3,100047,1700.0,3.365243773580294,True,True
H90,1.3,100048,3450.0,3.399565257709713,True,True
H90,1.3,100049,1950.0,3.16923173852135,True,True
H90,1.3,100050,4050.0,3.704213208269487,True,True
H90,1.3,100051,1750.0,3.549906817569907,True,True
H90,1.3,100052,2250.0,3.1044812693507877,True,True
H90,1.3,100053,1500.0,3.117029165474446,True,True
H90,1.3,100054,1350.0,3.3948245626023894,True,True
H90,1.3,100055,1750.0,3.3147462739501212,True,True
H90,1.3,100056,2350.0,3.5449775996554367,True,True
H90,1.3,100057,1500.0,3.5048899914668206,True,True
H90,1.3,100058,1400.0,2.909643781068867,True,True
H90,1.3,100059,1700.0,3.1497858938078305,True,True
H90,1.3,100060,2550.0,3.3821531190124894,True,True
H90,1.3,100061,1650.0,2.852609551898149,True,True
H90,1.3,100062,1250.0,3.4044680285662166,True,True
H90,1.3,100063,1150.0,2.9686369342725043,True,True
H90,1.3,100064,1800.0,3.3959521525497562,True,True
H90,1.3,100065,2450.0,3.612544546553092,True,True
H90,1.3,100066,1600.0,3.128730729656127,True,True
H90,1.3,100067,1150.0,3.4445164107731556,True,True
H90,1.3,100068,7700.0,3.2557550239232946,True,True
H90,1.3,100069,4200.0,3.5900789548010197,True,True
H90,1.3,100070,1950.0,3.396766378913765,True,True
H90,1.3,100071,1900.0,2.9379476014662966,True,True
H90,1.3,100072,,,False,False
H90,1.3,100073,2150.0,3.6146577632057655,True,True
H90,1.3,100074,2450.0,3.5783719295653063,True,True
H90,1.3,100075,1700.0,3.217777966979471,True,True
H90,1.3,100076,7650.0,3.1755357482818014,True,True
H90,1.3,100077,2100.0,3.3652737837360354,True,True
H90,1.3,100078,6650.0,3.2507381459723566,True,True
H90,1.3,100079,2550.0,3.4713912385704226,True,True
H90,1.3,100080,2200.0,3.443002904593066,True,True
H90,1.3,100081,1400.0,3.3844219669408036,True,True
H90,1.3,100082,2450.0,3.7245736969076786,True,True
H90,1.3,100083,1650.0,3.3771622220002975,True,True
H90,1.3,100084,4300.0,3.5931678395411817,True,True
H90,1.3,100085,1800.0,3.190053579264677,True,True
H90,1.3,100086,1850.0,3.2850439056469614,True,True
H90,1.3,100087,2050.0,3.118840838394307,True,True
H90,1.3,100088,1400.0,3.443912650422721,True,True
H90,1.3,100089,4050.0,3.537469231832701,True,True
H90,1.5,100000,850.0,1.9807400230525818,True,True
H90,1.5,100001,1100.0,1.8356430622510322,True,True
H90,1.5,100002,550.0,1.8153048131790508,True,True
H90,1.5,100003,7800.0,2.1263739808680677,True,True
H90,1.5,100004,850.0,1.7540593783766734,True,True
H90,1.5,100005,950.0,1.551893139115964,True,True
H90,1.5,100006,400.0,1.916338718005403,True,True
H90,1.5,100007,1250.0,1.7806046190236287,True,True
H90,1.5,100008,3450.0,1.9732707163741807,True,True
H90,1.5,100009,650.0,1.789923188693855,True,True
H90,1.5,100010,450.0,1.8488507581373206,True,True
H90,1.5,100011,450.0,1.8504187087691375,True,True
H90,1.5,100012,1050.0,2.2313369141686636,True,True
H90,1.5,100013,550.0,1.7751830522651098,True,True
H90,1.5,100014,600.0,1.560633931900281,True,True
H90,1.5,100015,1150.0,1.9612035508563763,True,True
H90,1.5,100016,1250.0,2.102503853277181,True,True
H90,1.5,100017,450.0,1.768431479817552,True,True
H90,1.5,100018,5550.0,2.0438883469908835,True,True
H90,1.5,100019,3700.0,1.8047143102487437,True,True
H90,1.5,100020,1100.0,1.9938995847721797,True,True
H90,1.5,100021,2500.0,1.8683448135113019,True,True
H90,1.5,100022,9700.0,1.8767197774977937,True,True
H90,1.5,100023,1000.0,1.8166807508349394,True,True
H90,1.5,100024,400.0,1.6438922670675788,True,True
H90,1.5,100025,750.0,2.145342650232839,True,True
H90,1.5,100026,450.0,1.6426858578127885,True,True
H90,1.5,100027,1500.0,1.8671580460298103,True,True
H90,1.5,100028,4400.0,1.8850870874425643,True,True
H90,1.5,100029,850.0,1.9713022126644675,True,True
H90,1.5,100030,900.0,1.9558317298461885,True,True
H90,1.5,100031,1050.0,1.7831737659781863,True,True
H90,1.5,100032,750.0,1.752951377989683,True,True
H90,1.5,100033,600.0,2.0467825547816036,True,True
H90,1.5,100034,11100.0,1.979719434628297,True,True
H90,1.5,100035,1800.0,1.7302082989462264,True,True
H90,1.5,100036,1400.0,1.9820244161134253,True,True
H90,1.5,100037,600.0,1.6616256636665803,True,True
H90,1.5,100038,600.0,1.6756798139283902,True,True
H90,1.5,100039,3300.0,1.9857996082529812,True,True
H90,1.5,100040,,,False,False
H90,1.5,100041,750.0,2.1706206361346925,True,True
H90,1.5,100042,1950.0,2.010611437342085,True,True
H90,1.5,100043,950.0,1.820549496112434,True,True
H90,1.5,100044,5400.0,2.049331057013933,True,True
H90,1.5,100045,700.0,1.6812909078050409,True,True
H90,1.5,100046,1000.0,1.8198180604915826,True,True
H90,1.5,100047,1350.0,1.8050197011082572,True,True
H90,1.5,100048,2300.0,1.978138160438051,True,True
H90,1.5,100049,1250.0,1.7444187010793706,True,True
H90,1.5,100050,3250.0,2.0658530570528306,True,True
H90,1.5,100051,1100.0,1.8670728115113897,True,True
H90,1.5,100052,1050.0,1.6883163262403975,True,True
H90,1.5,100053,650.0,1.6838742278133398,True,True
H90,1.5,100054,650.0,1.8676102225957116,True,True
H90,1.5,100055,750.0,1.762022588696634,True,True
H90,1.5,100056,1600.0,1.8354831561556109,True,True
H90,1.5,100057,750.0,1.945935198080763,True,True
H90,1.5,100058,600.0,1.5368323781018274,True,True
H90,1.5,100059,1000.0,1.6712405021150618,True,True
H90,1.5,100060,1850.0,1.9299490505995176,True,True
H90,1.5,100061,700.0,1.5278411454602632,True,True
H90,1.5,100062,600.0,1.8257743894712477,True,True
H90,1.5,100063,500.0,1.5887329962766241,True,True
H90,1.5,100064,850.0,1.857556120411343,True,True
H90,1.5,100065,1200.0,1.9942002245670296,True,True
H90,1.5,100066,700.0,1.7042050197596788,True,True
H90,1.5,100067,500.0,1.9206631805253005,True,True
H90,1.5,100068,7200.0,2.0527725730326862,True,True
H90,1.5,100069,3650.0,2.1307412348351864,True,True
H90,1.5,100070,900.0,1.8610817206641959,True,True
H90,1.5,100071,900.0,1.640458447361237,True,True
H90,1.5,100072,,,False,False
H90,1.5,100073,950.0,1.938398600470785,True,True
H90,1.5,100074,1300.0,1.915490245004411,True,True
H90,1.5,100075,900.0,1.7876128999180174,True,True
H90,1.5,100076,7100.0,1.8822668178127597,True,True
H90,1.5,100077,950.0,1.838082841915109,True,True
H90,1.5,100078,6400.0,1.8615341365451175,True,True
H90,1.5,100079,1200.0,1.8812712325786618,True,True
H90,1.5,100080,1500.0,1.9335044275914886,True,True
H90,1.5,100081,800.0,1.8246885695636184,True,True
H90,1.5,100082,1350.0,2.031335008805688,True,True
H90,1.5,100083,1000.0,1.8898389826035327,True,True
H90,1.5,100084,4300.0,1.8929084137129182,True,True
H90,1.5,100085,850.0,1.8020306371707926,True,True
H90,1.5,100086,850.0,1.770246958527376,True,True
H90,1.5,100087,950.0,1.715352674352979,True,True
H90,1.5,100088,600.0,1.8745926323332527,True,True
H90,1.5,100089,3600.0,2.1529852528056366,True,True
